title,summary,url,annotation
Sumykhimprom,"Sumykhimprom is a chemical industry plant based in Sumy, Ukraine that produces mineral fertilizers, coagulants and additives to cement, acid, titanium dioxide and pigments, and other types of chemical products.
The plant is operated by PJSC ""Sumykhimprom"", a public joint-stock company which owns a large energy-chemical complex, the industrial site of which occupies 226 hectares. The plant is located in the southern part of the city of Sumy. The industrial complex consists of 11 main workshops, 20 auxiliary workshops, and 7 units of non-industrial groups (catering plant, sanatorium-dispensary, etc.)
PJSC ""Sumykhimprom"" has the status of a basic enterprise of the chemical industry of Ukraine for the production of phosphate mineral fertilizers. The company also takes care of a basketball club of the same name and a joint volleyball team with Sumy State University named «Khimprom-SumDU».

On 21 March 2022, during the battle of Sumy, a Russian airstrike damaged one of the ammonia tanks at the Sumykhimprom plant, contaminating land within a 2.5 km radius including the villages of Novoselytsia and Verkhnya Syrovatka. Due to the direction of the wind, the city of Sumy was largely unaffected despite its proximity to the leak.

",https://en.wikipedia.org/wiki/Sumykhimprom,Not an Event
Collegiate Learning Assessment,"The Collegiate Learning Assessment (CLA) is a standardized testing initiative in United States higher educational evaluation and assessment. It uses a ""value-added"" outcome model to examine a college or university's contribution to student learning which relies on the institution, rather than the individual student, as the primary unit of analysis.  The CLA measures are designed to test for critical thinking, analytic reasoning, problem solving, and written communication skills.  The assessment consists of open-ended questions, is administered to students online, and controls for incoming academic ability. An institution's average score on the CLA measures correlates highly with the institution's average SAT score (r = 0.90). Institutional results are not published.",https://en.wikipedia.org/wiki/Collegiate_Learning_Assessment,Not an Event
Oophytum,"Oophytum is a genus of succulent plants native to the Cape Provinces of South Africa. Both species are endemic to the Knersvlakte. 
Egg-shaped Oophytum plants develop two leaves opposite each other per season. At the end of winter the outer pair forms a sheath from which the new pair of leaves develop. Water cells are visible on the soft leaves giving them a shimmering appearance. The flowers, produced in winter, are white, pink, or a combination of both.
The genus contains two accepted species:

Oophytum nanum
Oophytum oviforme

",https://en.wikipedia.org/wiki/Oophytum,Not an Event
Nemesis (Grip Inc. album),"Nemesis is the second album by American groove metal band Grip Inc.

",https://en.wikipedia.org/wiki/Nemesis_(Grip_Inc._album),Not an Event
2011 SCCA Pro Formula Enterprises season,"The 2011 SCCA Pro Formula Enterprises season was the second, and last, season of the SCCA Pro Formula Enterprises. The series was sanctioned by SCCA Pro Racing. All drivers competed in Mazda powered, Hoosier shod Van Diemen DP06's.

",https://en.wikipedia.org/wiki/2011_SCCA_Pro_Formula_Enterprises_season,Event
Bhuban,"Bhuban is the largest village in the Asia Continent, situated in the bank of Brahmani River. Bhuban is the largest village not only in odisha, but also largest in the Asia Continent located in the subdivision of Kamakhyanagar, Dhenkanal district in the state of Odisha, India.

",https://en.wikipedia.org/wiki/Bhuban,Not an Event
Ōzukumi-jima,"Ōzukumi-jima (大築海島) is an island located in Ise Bay off the east coast of central Honshu, Japan. It is administered as part of the city of Toba in Mie Prefecture. 
Ōzukumi-jima is mentioned in the Heian period Wamyō Ruijushō . Archaeologists have found shell middens and the remains mid-Yayoi period pit houses and ceramics on the islands, indicating that it was inhabited in antiquity. However, the island is not known to have been inhabited in historic times. Some of the shells found in the middens were deep water varieties, suggesting that early people dove for them in the same way ama divers do today.
The waters surrounding Ōzukumi-jima are noted for the commercial fishing of shrimp and octopus. Local fishermen hold a Shinto ceremony on the island annually in July.
The island is not accessible by public transport.",https://en.wikipedia.org/wiki/%C5%8Czukumi-jima,Not an Event
Plazac,"Plazac (French pronunciation: [plazak]; Occitan: Plasac) is a commune in the Dordogne department in Nouvelle-Aquitaine in southwestern France. It is near the village of Les Eyzies and the city of Sarlat-la-Canéda.
The bishops of Périgueux built a fortified residence in Plazac in the 12th-13th century. Its donjon was transformed into a bell tower in the 17th century. Its chapel is now the village church. One wing of the residence has been preserved.
During World War II, Plazac sheltered the residents of Bootzheim (Alsace) who were evacuated.",https://en.wikipedia.org/wiki/Plazac,Not an Event
Football at the 1985 Brunei Merdeka Games,"The football tournament at the 1985 Brunei Merdeka Games was held from June 24 to 31 in Bandar Seri Begawan, Brunei.",https://en.wikipedia.org/wiki/Football_at_the_1985_Brunei_Merdeka_Games,Event
Aglaia erythrosperma,"Aglaia erythrosperma is a species of plant in the family Meliaceae. It is found in Indonesia, Malaysia, and Thailand.",https://en.wikipedia.org/wiki/Aglaia_erythrosperma,Not an Event
SBB-CFF-FFS BDe 4/4 II,"The BDe 4/4 II were electric multiple units (""EMUs"") specially built in the 1950s for the CFF line La-Plaine - Geneva. The line was electrified not to Swiss standard (15 kV  16.7 Hz AC), but to the Southern French 1.5 kV DC standard, so standard rolling stock could not be used.

",https://en.wikipedia.org/wiki/SBB-CFF-FFS_BDe_4/4_II,Not an Event
Mexicali Institute of Technology,"The Mexicali Institute of Technology (Spanish: Instituto Tecnológico de Mexicali, ITM) is a college level technological institution located in the city of Mexicali, Baja California, Mexico. It started operations since 19 October 1981. The college is one of three technological institutes part of the national system of regional technological institutes in Baja California.

",https://en.wikipedia.org/wiki/Mexicali_Institute_of_Technology,Not an Event
Dunedinia pullata,"Dunedinia pullata is a species of Linyphiidae spider that is endemic to New Zealand.

",https://en.wikipedia.org/wiki/Dunedinia_pullata,Not an Event
1920 in motorsport,"The following is an overview of the events of 1920 in motorsport including the major racing events, motorsport venues that were opened and closed during a year, championships and non-championship events that were established and disestablished in a year, and births and deaths of racing drivers and other motorsport people.",https://en.wikipedia.org/wiki/1920_in_motorsport,Event
Kukenberk,Kukenberk (pronounced [ˈkuːkəmbɛɾk]) is a small settlement on the right bank of the Temenica River east of Šentlovrenc in the Municipality of Trebnje in Slovenia. The municipality is included in the Southeast Slovenia Statistical Region. The entire area is part of the historical region of Lower Carniola.,https://en.wikipedia.org/wiki/Kukenberk,Not an Event
Scutogyrus,"Scutogyrus is a genus of flatworms belonging to the family Ancyrocephalidae.
The species of this genus are found in Central America.

",https://en.wikipedia.org/wiki/Scutogyrus,Not an Event
Neophrynichthys,"Neophrynichthys is a small genus of marine ray-finned fishes belonging to the family Psychrolutidae, the fatheads. These fishes are found in the southwestern Pacific Ocean waters around New Zealand.",https://en.wikipedia.org/wiki/Neophrynichthys,Not an Event
Badahelagoda,Badahelagoda is a small town in Sri Lanka. It is located within Southern Province.,https://en.wikipedia.org/wiki/Badahelagoda,Not an Event
Virtual Realities 2.0,Virtual Realities 2.0 is a supplement published by FASA in 1995 for the dystopian cyberpunk role-playing game Shadowrun.,https://en.wikipedia.org/wiki/Virtual_Realities_2.0,Not an Event
Diechterhorn,"The Diechterhorn is a mountain in the Urner Alps, overlooking the Haslital in the Bernese Oberland. At 3,389 metres above sea level it is the highest summit of the Urner Alps lying within the canton of Bern.
On its east side lies the upper basin of the Trift Glacier, the summit of the Dammastock being located about five kilometres east. On its west side lies the Gelmersee at 1,849 metres.
The Gelmer hut, lying at 2,412 metres above the Gelmersee, is the closest hut. It is a common base for climbers.",https://en.wikipedia.org/wiki/Diechterhorn,Not an Event
Needham Heights station,"Needham Heights station is an MBTA Commuter Rail station in the Needham Heights neighborhood of Needham, Massachusetts. It is the terminus of the Needham Line. The station has one low-level side platform with a mini-high section for accessibility serving the single track of the Needham Branch.
Highlandville station opened around 1860 as an infill station on the New York and Boston Railroad (Charles River Branch Railroad). It was renamed Needham Heights in 1907. It became the terminus of passenger service on the line in 1932. The station was rebuilt during the 1979–1987 closure of the Needham Line.",https://en.wikipedia.org/wiki/Needham_Heights_station,Not an Event
